==============================================================================================================
DANH SÁCH ẢNH BỊ DỰ ĐOÁN SAI BỞI CẢ 2 MÔ HÌNH (HybricMamba & Super_Mamba)
Tổng số ảnh trong dataset: 557,487 ảnh
Số lượng ảnh cả 2 mô hình cùng đoán sai: 5,423 ảnh
Tỷ lệ lỗi chung (Both Wrong Rate): 0.97%
==============================================================================================================
[True: 03 | Hybric: 07 ( 88.9%) | Super: 07 ( 84.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00003/AdditiveGaussianNoise_255_00003_001523.jpg
[True: 04 | Hybric: 10 ( 20.3%) | Super: 12 ( 87.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002224.jpg
[True: 04 | Hybric: 11 ( 22.2%) | Super: 18 ( 26.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002228.jpg
[True: 04 | Hybric: 09 ( 78.9%) | Super: 09 ( 89.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002238.jpg
[True: 04 | Hybric: 02 ( 41.1%) | Super: 01 ( 27.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002241.jpg
[True: 04 | Hybric: 17 ( 24.9%) | Super: 38 ( 52.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002244.jpg
[True: 04 | Hybric: 02 ( 19.1%) | Super: 02 ( 24.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002246.jpg
[True: 04 | Hybric: 02 ( 29.1%) | Super: 02 ( 42.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002251.jpg
[True: 04 | Hybric: 01 ( 23.9%) | Super: 01 ( 24.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002261.jpg
[True: 04 | Hybric: 25 ( 15.2%) | Super: 17 ( 21.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002263.jpg
[True: 04 | Hybric: 02 ( 20.0%) | Super: 02 ( 28.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002265.jpg
[True: 04 | Hybric: 02 ( 28.0%) | Super: 02 ( 39.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002271.jpg
[True: 04 | Hybric: 02 ( 16.1%) | Super: 02 ( 29.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002272.jpg
[True: 04 | Hybric: 09 ( 31.9%) | Super: 02 ( 56.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002277.jpg
[True: 04 | Hybric: 02 ( 21.6%) | Super: 02 ( 45.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002278.jpg
[True: 04 | Hybric: 02 ( 24.5%) | Super: 02 ( 33.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002284.jpg
[True: 04 | Hybric: 02 ( 37.7%) | Super: 02 ( 46.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002285.jpg
[True: 04 | Hybric: 10 ( 23.5%) | Super: 15 ( 56.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002291.jpg
[True: 04 | Hybric: 16 ( 24.9%) | Super: 05 ( 27.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002292.jpg
[True: 04 | Hybric: 14 ( 46.4%) | Super: 14 ( 22.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002293.jpg
[True: 04 | Hybric: 01 (  9.6%) | Super: 01 ( 25.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002295.jpg
[True: 04 | Hybric: 01 ( 19.8%) | Super: 02 ( 44.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002297.jpg
[True: 04 | Hybric: 03 ( 58.2%) | Super: 08 ( 22.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002301.jpg
[True: 04 | Hybric: 03 ( 12.4%) | Super: 38 ( 45.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002302.jpg
[True: 04 | Hybric: 02 ( 39.0%) | Super: 02 ( 58.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002303.jpg
[True: 04 | Hybric: 09 ( 59.4%) | Super: 09 ( 60.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002304.jpg
[True: 04 | Hybric: 13 ( 10.8%) | Super: 22 ( 11.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002305.jpg
[True: 04 | Hybric: 01 ( 57.4%) | Super: 01 ( 62.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002313.jpg
[True: 04 | Hybric: 02 ( 12.5%) | Super: 05 ( 22.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002314.jpg
[True: 04 | Hybric: 07 ( 39.3%) | Super: 08 ( 65.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002315.jpg
[True: 04 | Hybric: 03 ( 22.2%) | Super: 05 ( 34.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002318.jpg
[True: 04 | Hybric: 02 ( 16.2%) | Super: 02 ( 44.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002320.jpg
[True: 04 | Hybric: 07 ( 18.8%) | Super: 03 ( 35.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002328.jpg
[True: 04 | Hybric: 07 ( 14.4%) | Super: 38 ( 56.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002338.jpg
[True: 04 | Hybric: 07 ( 30.3%) | Super: 07 ( 28.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002340.jpg
[True: 04 | Hybric: 08 ( 50.7%) | Super: 08 ( 75.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002344.jpg
[True: 04 | Hybric: 08 ( 48.4%) | Super: 14 ( 55.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002347.jpg
[True: 04 | Hybric: 02 ( 10.4%) | Super: 12 ( 29.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002350.jpg
[True: 04 | Hybric: 05 ( 25.3%) | Super: 05 ( 17.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002356.jpg
[True: 04 | Hybric: 02 (  9.5%) | Super: 02 (  9.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002362.jpg
[True: 04 | Hybric: 07 ( 28.9%) | Super: 05 ( 15.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002363.jpg
[True: 04 | Hybric: 03 ( 29.0%) | Super: 05 ( 25.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002383.jpg
[True: 04 | Hybric: 02 ( 19.9%) | Super: 02 ( 32.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002384.jpg
[True: 04 | Hybric: 02 ( 29.1%) | Super: 01 ( 25.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002394.jpg
[True: 04 | Hybric: 03 ( 29.7%) | Super: 03 ( 33.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002398.jpg
[True: 04 | Hybric: 01 ( 21.7%) | Super: 42 ( 25.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002401.jpg
[True: 04 | Hybric: 08 ( 38.4%) | Super: 03 ( 50.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002406.jpg
[True: 04 | Hybric: 02 ( 22.1%) | Super: 02 ( 39.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002408.jpg
[True: 04 | Hybric: 07 ( 38.5%) | Super: 05 ( 31.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002409.jpg
[True: 04 | Hybric: 15 ( 45.0%) | Super: 01 ( 45.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002410.jpg
[True: 04 | Hybric: 01 ( 16.8%) | Super: 38 ( 31.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002414.jpg
[True: 04 | Hybric: 03 ( 35.8%) | Super: 05 ( 28.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002420.jpg
[True: 04 | Hybric: 14 ( 13.4%) | Super: 13 ( 42.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002425.jpg
[True: 04 | Hybric: 15 ( 17.1%) | Super: 01 ( 23.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002429.jpg
[True: 04 | Hybric: 01 ( 17.6%) | Super: 01 ( 18.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002434.jpg
[True: 04 | Hybric: 02 ( 35.0%) | Super: 02 ( 86.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002436.jpg
[True: 04 | Hybric: 03 ( 10.8%) | Super: 05 ( 23.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002437.jpg
[True: 04 | Hybric: 02 ( 11.8%) | Super: 38 ( 28.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002438.jpg
[True: 04 | Hybric: 06 ( 32.3%) | Super: 12 ( 72.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002439.jpg
[True: 04 | Hybric: 03 ( 19.9%) | Super: 03 ( 19.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002445.jpg
[True: 04 | Hybric: 02 ( 14.6%) | Super: 03 ( 14.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002452.jpg
[True: 04 | Hybric: 05 ( 43.2%) | Super: 05 ( 35.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002453.jpg
[True: 04 | Hybric: 02 ( 10.6%) | Super: 02 ( 27.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002455.jpg
[True: 04 | Hybric: 09 ( 36.8%) | Super: 02 ( 25.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002456.jpg
[True: 04 | Hybric: 08 ( 81.7%) | Super: 08 ( 68.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002463.jpg
[True: 04 | Hybric: 02 ( 20.2%) | Super: 38 ( 27.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002465.jpg
[True: 04 | Hybric: 03 ( 21.4%) | Super: 05 ( 24.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002481.jpg
[True: 04 | Hybric: 18 ( 12.7%) | Super: 02 ( 17.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002485.jpg
[True: 04 | Hybric: 01 ( 37.3%) | Super: 01 ( 25.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002486.jpg
[True: 04 | Hybric: 02 ( 25.8%) | Super: 02 ( 38.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002488.jpg
[True: 04 | Hybric: 18 ( 31.7%) | Super: 23 ( 20.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002493.jpg
[True: 04 | Hybric: 02 ( 31.2%) | Super: 01 ( 29.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002497.jpg
[True: 04 | Hybric: 03 ( 23.5%) | Super: 03 ( 31.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002499.jpg
[True: 04 | Hybric: 07 ( 23.2%) | Super: 15 ( 30.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002501.jpg
[True: 04 | Hybric: 02 ( 49.0%) | Super: 02 ( 68.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002503.jpg
[True: 04 | Hybric: 13 ( 12.0%) | Super: 02 ( 21.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002504.jpg
[True: 04 | Hybric: 11 ( 12.3%) | Super: 13 ( 27.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002509.jpg
[True: 04 | Hybric: 02 ( 13.3%) | Super: 02 ( 21.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002517.jpg
[True: 04 | Hybric: 02 ( 23.1%) | Super: 05 ( 29.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002520.jpg
[True: 04 | Hybric: 12 ( 10.2%) | Super: 02 ( 31.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002523.jpg
[True: 04 | Hybric: 02 ( 11.1%) | Super: 38 ( 14.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002525.jpg
[True: 04 | Hybric: 01 ( 20.5%) | Super: 15 ( 35.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002527.jpg
[True: 04 | Hybric: 13 ( 20.1%) | Super: 13 ( 92.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002529.jpg
[True: 04 | Hybric: 09 ( 26.3%) | Super: 02 ( 55.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002531.jpg
[True: 04 | Hybric: 07 ( 37.9%) | Super: 08 ( 30.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002532.jpg
[True: 04 | Hybric: 01 ( 30.1%) | Super: 05 ( 27.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002543.jpg
[True: 04 | Hybric: 18 ( 15.5%) | Super: 12 ( 19.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002544.jpg
[True: 04 | Hybric: 07 ( 20.3%) | Super: 08 ( 50.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002547.jpg
[True: 04 | Hybric: 07 ( 33.0%) | Super: 02 ( 67.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002549.jpg
[True: 04 | Hybric: 06 ( 34.3%) | Super: 25 ( 14.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002552.jpg
[True: 04 | Hybric: 05 ( 34.3%) | Super: 02 ( 36.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002556.jpg
[True: 04 | Hybric: 01 ( 19.5%) | Super: 01 ( 54.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002558.jpg
[True: 04 | Hybric: 01 (  8.2%) | Super: 01 ( 22.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002562.jpg
[True: 04 | Hybric: 07 ( 58.0%) | Super: 07 ( 74.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002567.jpg
[True: 04 | Hybric: 02 (  7.2%) | Super: 02 ( 24.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002570.jpg
[True: 04 | Hybric: 18 (  9.0%) | Super: 01 ( 25.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002591.jpg
[True: 04 | Hybric: 02 (  8.1%) | Super: 01 ( 14.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002597.jpg
[True: 04 | Hybric: 02 ( 19.0%) | Super: 05 ( 23.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002598.jpg
[True: 04 | Hybric: 02 ( 14.2%) | Super: 02 ( 33.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002601.jpg
[True: 04 | Hybric: 05 ( 32.6%) | Super: 02 ( 18.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002605.jpg
[True: 04 | Hybric: 12 ( 10.2%) | Super: 02 ( 23.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002609.jpg
[True: 04 | Hybric: 02 ( 24.4%) | Super: 02 ( 32.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002614.jpg
[True: 04 | Hybric: 02 (  7.4%) | Super: 02 ( 22.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002621.jpg
[True: 04 | Hybric: 03 ( 27.7%) | Super: 25 ( 20.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002623.jpg
[True: 04 | Hybric: 01 ( 18.6%) | Super: 01 ( 47.2%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002629.jpg
[True: 04 | Hybric: 03 ( 31.3%) | Super: 01 ( 45.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002635.jpg
[True: 04 | Hybric: 12 (  7.2%) | Super: 02 ( 10.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_255_00004_002637.jpg
[True: 04 | Hybric: 22 ( 27.1%) | Super: 05 ( 16.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003304.jpg
[True: 04 | Hybric: 07 ( 25.6%) | Super: 09 ( 31.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003306.jpg
[True: 04 | Hybric: 10 ( 15.4%) | Super: 14 ( 13.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003318.jpg
[True: 04 | Hybric: 02 ( 19.5%) | Super: 02 ( 28.7%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003324.jpg
[True: 04 | Hybric: 10 ( 28.4%) | Super: 02 ( 16.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003329.jpg
[True: 04 | Hybric: 38 ( 26.2%) | Super: 23 ( 24.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003347.jpg
[True: 04 | Hybric: 10 ( 65.9%) | Super: 03 ( 55.1%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003348.jpg
[True: 04 | Hybric: 02 ( 35.5%) | Super: 08 ( 31.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003351.jpg
[True: 04 | Hybric: 08 ( 28.3%) | Super: 09 ( 46.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003361.jpg
[True: 04 | Hybric: 02 ( 32.5%) | Super: 02 ( 22.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003368.jpg
[True: 04 | Hybric: 17 ( 58.6%) | Super: 22 ( 34.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003369.jpg
[True: 04 | Hybric: 07 ( 32.2%) | Super: 03 ( 48.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003380.jpg
[True: 04 | Hybric: 02 ( 36.7%) | Super: 10 ( 29.6%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003381.jpg
[True: 04 | Hybric: 09 ( 67.2%) | Super: 12 ( 83.4%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003393.jpg
[True: 04 | Hybric: 02 ( 31.1%) | Super: 06 ( 29.3%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003410.jpg
[True: 04 | Hybric: 10 ( 25.9%) | Super: 03 ( 61.9%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003419.jpg
[True: 04 | Hybric: 10 ( 24.8%) | Super: 10 ( 15.8%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003422.jpg
[True: 04 | Hybric: 09 ( 13.0%) | Super: 09 ( 13.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003428.jpg
[True: 04 | Hybric: 02 ( 40.1%) | Super: 02 ( 68.0%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003434.jpg
[True: 04 | Hybric: 10 ( 28.0%) | Super: 10 ( 11.5%)] Path: /home/biu-linux/DeepLearning_Projects/DoAnNganh/dataset_reOrgan/00004/AdditiveGaussianNoise_d120_00004_003436.jpg
